"quant","percent","A","B","blank","read_time_one","read_and_decide_time","response","id","qq","resp","keep","fast_response","slow_response"
"Few1",56,"shrile","athoid",776,732,715,FALSE,2,"Few1",1,TRUE,FALSE,FALSE
"Most1",5,"ingell","nalill",732,2505,845,FALSE,2,"Most1",0,TRUE,FALSE,FALSE
"Many1",30,"chulks","vulhor",926,566,717,TRUE,2,"Many1",0,TRUE,FALSE,FALSE
"Fewer than half1",64,"fleeve","scalfs",1012,921,693,FALSE,2,"Fewer than half1",1,TRUE,FALSE,FALSE
"Few1",21,"mecket","plumry",809,908,843,TRUE,2,"Few1",0,TRUE,FALSE,FALSE
"Few1",91,"middor","drooty",924,610,796,FALSE,2,"Few1",1,TRUE,FALSE,FALSE
"Few1",61,"isbant","unairs",948,742,857,FALSE,2,"Few1",1,TRUE,FALSE,FALSE
"More than half1",84,"tecker","biller",994,716,547,TRUE,2,"More than half1",1,TRUE,FALSE,FALSE
"Fewer than half1",75,"middor","drooty",869,759,650,FALSE,2,"Fewer than half1",1,TRUE,FALSE,FALSE
"Fewer than half1",24,"sporer","firtly",1187,887,913,TRUE,2,"Fewer than half1",0,TRUE,FALSE,FALSE
"Many1",74,"coppar","hunene",820,898,1082,FALSE,2,"Many1",1,TRUE,FALSE,FALSE
"Fewer than half1",5,"pirter","secent",919,697,2066,TRUE,2,"Fewer than half1",0,TRUE,FALSE,FALSE
"Most1",68,"ancits","smeath",814,723,728,TRUE,2,"Most1",1,TRUE,FALSE,FALSE
"Fewer than half1",97,"werner","hurmer",959,631,972,FALSE,2,"Fewer than half1",1,TRUE,FALSE,FALSE
"Fewer than half1",65,"coamin","mucond",1041,2213,628,FALSE,2,"Fewer than half1",1,TRUE,FALSE,FALSE
"Most1",16,"chevel","podden",1109,693,889,FALSE,2,"Most1",0,TRUE,FALSE,FALSE
"More than half1",62,"bemble","squank",899,1089,1042,TRUE,2,"More than half1",1,TRUE,FALSE,FALSE
"Fewer than half1",73,"spunge","wenple",827,1388,726,FALSE,2,"Fewer than half1",1,TRUE,FALSE,FALSE
"Fewer than half1",63,"gukbar","soarse",643,1334,1284,FALSE,2,"Fewer than half1",1,TRUE,FALSE,FALSE
"Many1",38,"awplor","fasees",672,712,589,TRUE,2,"Many1",0,TRUE,FALSE,FALSE
"Fewer than half1",28,"puctor","recure",1942,1325,779,TRUE,2,"Fewer than half1",0,TRUE,FALSE,FALSE
"Most1",81,"cosutz","spover",667,717,722,TRUE,2,"Most1",1,TRUE,FALSE,FALSE
"More than half1",72,"menner","nandow",752,1966,896,TRUE,2,"More than half1",1,TRUE,FALSE,FALSE
"Most1",18,"puctor","recure",761,1724,1831,FALSE,2,"Most1",0,TRUE,FALSE,FALSE
"Fewer than half1",90,"ancits","smeath",1505,852,587,FALSE,2,"Fewer than half1",1,TRUE,FALSE,FALSE
"More than half1",14,"cosutz","spover",586,644,576,FALSE,2,"More than half1",0,TRUE,FALSE,FALSE
"Few1",36,"bemble","squank",855,605,2646,TRUE,2,"Few1",0,TRUE,FALSE,FALSE
"Most1",87,"werner","hurmer",843,683,1267,TRUE,2,"Most1",1,TRUE,FALSE,FALSE
"Few1",43,"boddle","molill",836,578,1021,FALSE,2,"Few1",1,TRUE,FALSE,FALSE
"More than half1",42,"kustle","reshix",1052,1700,689,FALSE,2,"More than half1",0,TRUE,FALSE,FALSE
"Many1",33,"birler","enciad",767,715,773,TRUE,2,"Many1",0,TRUE,FALSE,FALSE
"Few1",73,"birler","enciad",896,624,737,FALSE,2,"Few1",1,TRUE,FALSE,FALSE
"Most1",24,"pliper","sesare",825,792,705,FALSE,2,"Most1",0,TRUE,FALSE,FALSE
"Many1",66,"cather","funder",743,626,572,FALSE,2,"Many1",1,TRUE,FALSE,FALSE
"Fewer than half1",6,"ingell","nalill",743,826,1499,TRUE,2,"Fewer than half1",0,TRUE,FALSE,FALSE
"Many1",60,"devole","sholly",1279,1292,1052,FALSE,2,"Many1",1,TRUE,FALSE,FALSE
"Many1",78,"schook","jabant",939,1106,646,FALSE,2,"Many1",1,TRUE,FALSE,FALSE
"More than half1",22,"zetten","unfobs",952,1083,845,FALSE,2,"More than half1",0,TRUE,FALSE,FALSE
"Few1",44,"zetten","unfobs",698,556,1105,FALSE,2,"Few1",1,TRUE,FALSE,FALSE
"Many1",39,"boddle","molill",629,684,795,TRUE,2,"Many1",0,TRUE,FALSE,FALSE
"Most1",22,"pirter","secent",705,878,712,FALSE,2,"Most1",0,TRUE,FALSE,FALSE
"Most1",83,"tiklet","hullaw",821,830,832,TRUE,2,"Most1",1,TRUE,FALSE,FALSE
"Few1",55,"beckel","racual",906,929,1875,FALSE,2,"Few1",1,TRUE,FALSE,FALSE
"Fewer than half1",92,"chulks","vulhor",735,915,1056,FALSE,2,"Fewer than half1",1,TRUE,FALSE,FALSE
"Few1",97,"devole","sholly",769,819,611,FALSE,2,"Few1",1,TRUE,FALSE,FALSE
"Most1",90,"pengyl","sedest",811,897,1212,TRUE,2,"Most1",1,TRUE,FALSE,FALSE
"More than half1",52,"russer","huttle",802,926,1439,TRUE,2,"More than half1",1,TRUE,FALSE,FALSE
"Few1",70,"pliper","sesare",699,932,819,FALSE,2,"Few1",1,TRUE,FALSE,FALSE
"More than half1",21,"tiklet","hullaw",686,3230,606,FALSE,2,"More than half1",0,TRUE,FALSE,FALSE
"Fewer than half1",31,"chevel","podden",754,2535,1018,TRUE,2,"Fewer than half1",0,TRUE,FALSE,FALSE
"Few1",69,"ingell","nalill",572,892,603,FALSE,2,"Few1",1,TRUE,FALSE,FALSE
"Fewer than half1",40,"tecker","biller",941,787,982,TRUE,2,"Fewer than half1",0,TRUE,FALSE,FALSE
"More than half1",11,"chadop","shaple",636,869,850,FALSE,2,"More than half1",0,TRUE,FALSE,FALSE
"Most1",7,"devole","sholly",957,667,720,FALSE,2,"Most1",0,TRUE,FALSE,FALSE
"Fewer than half1",23,"isbant","unairs",739,917,1492,TRUE,2,"Fewer than half1",0,TRUE,FALSE,FALSE
"Most1",96,"middor","drooty",552,645,1044,TRUE,2,"Most1",1,TRUE,FALSE,FALSE
"Many1",59,"puggle","entand",881,795,1059,FALSE,2,"Many1",1,TRUE,FALSE,FALSE
"Few1",3,"monter","melelt",1196,1751,1151,TRUE,2,"Few1",0,TRUE,FALSE,FALSE
"Most1",62,"fleeve","scalfs",4072,2315,1205,TRUE,2,"Most1",1,TRUE,FALSE,FALSE
"Fewer than half1",38,"dorder","coggon",831,5232,580,TRUE,2,"Fewer than half1",0,TRUE,FALSE,FALSE
"Most1",45,"jallem","sildal",3380,926,854,FALSE,2,"Most1",0,TRUE,FALSE,FALSE
"More than half1",2,"fleeve","scalfs",1498,2380,608,FALSE,2,"More than half1",0,TRUE,FALSE,FALSE
"More than half1",94,"birler","enciad",910,731,571,TRUE,2,"More than half1",1,TRUE,FALSE,FALSE
"Most1",82,"shrile","athoid",607,707,555,TRUE,2,"Most1",1,TRUE,FALSE,FALSE
"Most1",79,"puggle","entand",577,673,454,TRUE,2,"Most1",1,TRUE,FALSE,FALSE
"Fewer than half1",68,"chadop","shaple",692,704,627,FALSE,2,"Fewer than half1",1,TRUE,FALSE,FALSE
"Most1",48,"bemble","squank",650,634,704,FALSE,2,"Most1",0,TRUE,FALSE,FALSE
"Many1",87,"bameta","unzast",643,1063,981,FALSE,2,"Many1",1,TRUE,FALSE,FALSE
"Fewer than half1",45,"raster","movell",794,722,1380,TRUE,2,"Fewer than half1",0,TRUE,FALSE,FALSE
"Few1",32,"pengyl","sedest",769,591,3536,TRUE,2,"Few1",0,TRUE,FALSE,FALSE
"Few1",10,"puctor","recure",1342,778,837,TRUE,2,"Few1",0,TRUE,FALSE,FALSE
"Most1",6,"isbant","unairs",851,770,1346,FALSE,2,"Most1",0,TRUE,FALSE,FALSE
"Few1",23,"coppar","hunene",2730,2799,997,TRUE,2,"Few1",0,TRUE,FALSE,FALSE
"More than half1",3,"strant","potind",764,1784,635,FALSE,2,"More than half1",0,TRUE,FALSE,FALSE
"Few1",97,"kustle","reshix",986,705,1092,FALSE,2,"Few1",1,TRUE,FALSE,FALSE
"Fewer than half1",46,"coppar","hunene",782,664,998,TRUE,2,"Fewer than half1",0,TRUE,FALSE,FALSE
"Many1",82,"clidge","hensly",803,1024,756,FALSE,2,"Many1",1,TRUE,FALSE,FALSE
"Many1",26,"menner","nandow",1042,795,1578,TRUE,2,"Many1",0,TRUE,FALSE,FALSE
"More than half1",82,"pluset","stubad",850,1478,3063,TRUE,2,"More than half1",1,TRUE,FALSE,FALSE
"Few1",26,"hadder","ollidy",829,766,2352,TRUE,2,"Few1",0,TRUE,FALSE,FALSE
"More than half1",32,"chulks","vulhor",774,1012,769,FALSE,2,"More than half1",0,TRUE,FALSE,FALSE
"Many1",26,"raster","movell",544,572,493,TRUE,2,"Many1",0,TRUE,FALSE,FALSE
"Most1",43,"russer","huttle",668,731,757,FALSE,2,"Most1",0,TRUE,FALSE,FALSE
"More than half1",31,"clidge","hensly",759,616,800,FALSE,2,"More than half1",0,TRUE,FALSE,FALSE
"Few1",7,"awplor","fasees",608,544,786,TRUE,2,"Few1",0,TRUE,FALSE,FALSE
"Few1",12,"raster","movell",800,357,634,TRUE,2,"Few1",0,TRUE,FALSE,FALSE
"More than half1",24,"beckel","racual",605,584,743,FALSE,2,"More than half1",0,TRUE,FALSE,FALSE
"Few1",73,"pobbit","spippy",635,692,969,FALSE,2,"Few1",1,TRUE,FALSE,FALSE
"Most1",93,"chadop","shaple",602,572,480,TRUE,2,"Most1",1,TRUE,FALSE,FALSE
"Many1",67,"beckel","racual",782,683,722,FALSE,2,"Many1",1,TRUE,FALSE,FALSE
"Many1",7,"isbant","unairs",985,1427,1248,TRUE,2,"Many1",0,TRUE,FALSE,FALSE
"More than half1",98,"ingell","nalill",1252,3907,551,TRUE,2,"More than half1",1,TRUE,FALSE,FALSE
"Many1",65,"puctor","recure",842,920,565,FALSE,2,"Many1",1,TRUE,FALSE,FALSE
"Few1",89,"padnet","fanely",656,606,515,FALSE,2,"Few1",1,TRUE,FALSE,FALSE
"Most1",2,"cather","funder",601,597,599,FALSE,2,"Most1",0,TRUE,FALSE,FALSE
"Most1",1,"sporer","firtly",634,639,965,FALSE,2,"Most1",0,TRUE,FALSE,FALSE
"Fewer than half1",55,"schook","jabant",557,672,654,FALSE,2,"Fewer than half1",1,TRUE,FALSE,FALSE
"Most1",64,"mecket","plumry",807,784,4781,TRUE,2,"Most1",1,TRUE,FALSE,FALSE
"More than half1",86,"pobbit","spippy",513,1428,1227,TRUE,2,"More than half1",1,TRUE,FALSE,FALSE
"Fewer than half1",33,"devole","sholly",909,1812,1848,TRUE,2,"Fewer than half1",0,TRUE,FALSE,FALSE
"More than half1",49,"shrile","athoid",447,1106,1248,FALSE,2,"More than half1",0,TRUE,FALSE,FALSE
"Most1",56,"beckel","racual",1166,435,655,TRUE,2,"Most1",1,TRUE,FALSE,FALSE
"Most1",51,"spunge","wenple",4053,863,932,FALSE,2,"Most1",0,TRUE,FALSE,FALSE
"More than half1",6,"shamer","bloifs",1802,873,842,FALSE,2,"More than half1",0,TRUE,FALSE,FALSE
"More than half1",78,"padnet","fanely",574,658,974,TRUE,2,"More than half1",1,TRUE,FALSE,FALSE
"Few1",90,"jallem","sildal",1336,1138,1020,FALSE,2,"Few1",1,TRUE,FALSE,FALSE
"Fewer than half1",80,"beckel","racual",597,3554,662,FALSE,2,"Fewer than half1",1,TRUE,FALSE,FALSE
"Fewer than half1",67,"tiklet","hullaw",473,1567,1343,FALSE,2,"Fewer than half1",1,TRUE,FALSE,FALSE
"Fewer than half1",91,"strant","potind",523,623,611,FALSE,2,"Fewer than half1",1,TRUE,FALSE,FALSE
"Most1",33,"bameta","unzast",506,604,1032,FALSE,2,"Most1",0,TRUE,FALSE,FALSE
"Few1",48,"werner","hurmer",624,714,742,FALSE,2,"Few1",1,TRUE,FALSE,FALSE
"More than half1",34,"pengyl","sedest",767,858,605,FALSE,2,"More than half1",0,TRUE,FALSE,FALSE
"More than half1",44,"hadder","ollidy",673,589,533,FALSE,2,"More than half1",0,TRUE,FALSE,FALSE
"Few1",6,"tiklet","hullaw",820,795,818,TRUE,2,"Few1",0,TRUE,FALSE,FALSE
"Few1",90,"cosutz","spover",679,756,1150,FALSE,2,"Few1",1,TRUE,FALSE,FALSE
"Few1",36,"strant","potind",1070,576,2732,TRUE,2,"Few1",0,TRUE,FALSE,FALSE
"Many1",74,"pirter","secent",447,1722,825,FALSE,2,"Many1",1,TRUE,FALSE,FALSE
"Few1",36,"chulks","vulhor",699,513,1752,TRUE,2,"Few1",0,TRUE,FALSE,FALSE
"Most1",94,"schook","jabant",691,1116,794,TRUE,2,"Most1",1,TRUE,FALSE,FALSE
"Few1",27,"chadop","shaple",1548,811,1022,TRUE,2,"Few1",0,TRUE,FALSE,FALSE
"Fewer than half1",98,"monter","melelt",806,884,575,FALSE,2,"Fewer than half1",1,TRUE,FALSE,FALSE
"Many1",71,"middor","drooty",705,780,899,FALSE,2,"Many1",1,TRUE,FALSE,FALSE
"Few1",40,"pirter","secent",784,854,1079,FALSE,2,"Few1",1,TRUE,FALSE,FALSE
"More than half1",36,"middor","drooty",1709,1197,1201,FALSE,2,"More than half1",0,TRUE,FALSE,FALSE
"More than half1",66,"chevel","podden",631,633,554,TRUE,2,"More than half1",1,TRUE,FALSE,FALSE
"Few1",59,"shamer","bloifs",836,638,1032,FALSE,2,"Few1",1,TRUE,FALSE,FALSE
"More than half1",83,"pirter","secent",909,611,563,TRUE,2,"More than half1",1,TRUE,FALSE,FALSE
"Fewer than half1",59,"shurry","preser",702,644,662,FALSE,2,"Fewer than half1",1,TRUE,FALSE,FALSE
"Most1",77,"monter","melelt",722,549,564,TRUE,2,"Most1",1,TRUE,FALSE,FALSE
"Most1",8,"raster","movell",764,425,778,FALSE,2,"Most1",0,TRUE,FALSE,FALSE
"Most1",72,"strant","potind",639,554,602,TRUE,2,"Most1",1,TRUE,FALSE,FALSE
"More than half1",81,"umpond","marire",832,718,579,TRUE,2,"More than half1",1,TRUE,FALSE,FALSE
"Most1",70,"coamin","mucond",887,2510,776,TRUE,2,"Most1",1,TRUE,FALSE,FALSE
"More than half1",38,"gukbar","soarse",596,1005,1060,FALSE,2,"More than half1",0,TRUE,FALSE,FALSE
"More than half1",5,"ancits","smeath",601,881,979,FALSE,2,"More than half1",0,TRUE,FALSE,FALSE
"Fewer than half1",29,"awplor","fasees",680,583,572,TRUE,2,"Fewer than half1",0,TRUE,FALSE,FALSE
"Few1",91,"clidge","hensly",603,445,569,FALSE,2,"Few1",1,TRUE,FALSE,FALSE
"Fewer than half1",41,"pluset","stubad",618,675,561,FALSE,2,"Fewer than half1",1,TRUE,FALSE,FALSE
"More than half1",40,"werner","hurmer",1173,1037,739,FALSE,2,"More than half1",0,TRUE,FALSE,FALSE
"Fewer than half1",87,"clidge","hensly",623,777,654,FALSE,2,"Fewer than half1",1,TRUE,FALSE,FALSE
"Most1",10,"menner","nandow",537,540,729,FALSE,2,"Most1",0,TRUE,FALSE,FALSE
"More than half1",95,"pliper","sesare",603,613,518,TRUE,2,"More than half1",1,TRUE,FALSE,FALSE
"Fewer than half1",81,"zetten","unfobs",569,586,1084,FALSE,2,"Fewer than half1",1,TRUE,FALSE,FALSE
"Most1",65,"zetten","unfobs",542,646,788,TRUE,2,"Most1",1,TRUE,FALSE,FALSE
"Many1",32,"ingell","nalill",1151,1061,997,TRUE,2,"Many1",0,TRUE,FALSE,FALSE
"Few1",58,"bameta","unzast",684,1100,619,FALSE,2,"Few1",1,TRUE,FALSE,FALSE
"Many1",39,"jallem","sildal",607,1194,2821,TRUE,2,"Many1",0,TRUE,FALSE,FALSE
"Many1",30,"russer","huttle",678,694,576,TRUE,2,"Many1",0,TRUE,FALSE,FALSE
"Many1",97,"dorder","coggon",688,618,473,FALSE,2,"Many1",1,TRUE,FALSE,FALSE
"Few1",32,"spunge","wenple",513,546,2220,TRUE,2,"Few1",0,TRUE,FALSE,FALSE
"Fewer than half1",94,"shrile","athoid",606,893,580,FALSE,2,"Fewer than half1",1,TRUE,FALSE,FALSE
"Most1",71,"chulks","vulhor",543,507,696,TRUE,2,"Most1",1,TRUE,FALSE,FALSE
"Fewer than half1",3,"bemble","squank",648,577,1020,TRUE,2,"Fewer than half1",0,TRUE,FALSE,FALSE
"Fewer than half1",60,"hadder","ollidy",630,1228,703,FALSE,2,"Fewer than half1",1,TRUE,FALSE,FALSE
"Many1",80,"tecker","biller",580,566,932,FALSE,2,"Many1",1,TRUE,FALSE,FALSE
"Most1",69,"hadder","ollidy",467,336,773,TRUE,2,"Most1",1,TRUE,FALSE,FALSE
"Most1",91,"shamer","bloifs",490,632,825,TRUE,2,"Most1",1,TRUE,FALSE,FALSE
"Few1",45,"pluset","stubad",634,757,754,FALSE,2,"Few1",1,TRUE,FALSE,FALSE
"Many1",76,"strant","potind",742,685,1105,FALSE,2,"Many1",1,TRUE,FALSE,FALSE
"Many1",30,"padnet","fanely",718,537,499,TRUE,2,"Many1",0,TRUE,FALSE,FALSE
"Most1",15,"dorder","coggon",665,422,668,FALSE,2,"Most1",0,TRUE,FALSE,FALSE
"Fewer than half1",44,"bameta","unzast",589,877,561,TRUE,2,"Fewer than half1",0,TRUE,FALSE,FALSE
"Most1",75,"gukbar","soarse",624,543,572,TRUE,2,"Most1",1,TRUE,FALSE,FALSE
"Fewer than half1",72,"cosutz","spover",765,616,695,FALSE,2,"Fewer than half1",1,TRUE,FALSE,FALSE
"Many1",90,"fleeve","scalfs",633,645,925,FALSE,2,"Many1",1,TRUE,FALSE,FALSE
"Few1",70,"chevel","podden",617,647,552,FALSE,2,"Few1",1,TRUE,FALSE,FALSE
"Most1",35,"pobbit","spippy",615,760,667,FALSE,2,"Most1",0,TRUE,FALSE,FALSE
"Few1",88,"puggle","entand",572,556,690,FALSE,2,"Few1",1,TRUE,FALSE,FALSE
"More than half1",15,"spunge","wenple",830,585,653,FALSE,2,"More than half1",0,TRUE,FALSE,FALSE
"More than half1",93,"bameta","unzast",623,588,489,TRUE,2,"More than half1",1,TRUE,FALSE,FALSE
"Many1",60,"gukbar","soarse",623,602,693,FALSE,2,"Many1",1,TRUE,FALSE,FALSE
"Most1",53,"clidge","hensly",662,639,914,FALSE,2,"Most1",0,TRUE,FALSE,FALSE
"Many1",19,"spunge","wenple",630,634,621,TRUE,2,"Many1",0,TRUE,FALSE,FALSE
"Many1",88,"tiklet","hullaw",642,504,480,FALSE,2,"Many1",1,TRUE,FALSE,FALSE
"Fewer than half1",54,"shamer","bloifs",598,698,606,FALSE,2,"Fewer than half1",1,TRUE,FALSE,FALSE
"Fewer than half1",7,"pobbit","spippy",749,701,789,TRUE,2,"Fewer than half1",0,TRUE,FALSE,FALSE
"Most1",40,"boddle","molill",613,568,477,FALSE,2,"Most1",0,TRUE,FALSE,FALSE
"Many1",86,"kustle","reshix",581,400,463,FALSE,2,"Many1",1,TRUE,FALSE,FALSE
"Few1",85,"tecker","biller",624,516,580,FALSE,2,"Few1",1,TRUE,FALSE,FALSE
"Fewer than half1",20,"cather","funder",641,398,645,TRUE,2,"Fewer than half1",0,TRUE,FALSE,FALSE
"Fewer than half1",9,"padnet","fanely",578,787,715,TRUE,2,"Fewer than half1",0,TRUE,FALSE,FALSE
"More than half1",60,"coppar","hunene",588,506,805,TRUE,2,"More than half1",1,TRUE,FALSE,FALSE
"More than half1",73,"sporer","firtly",630,623,514,TRUE,2,"More than half1",1,TRUE,FALSE,FALSE
"Many1",78,"zetten","unfobs",535,713,734,FALSE,2,"Many1",1,TRUE,FALSE,FALSE
"Fewer than half1",77,"mecket","plumry",627,736,695,FALSE,2,"Fewer than half1",1,TRUE,FALSE,FALSE
"Fewer than half1",52,"kustle","reshix",659,601,562,FALSE,2,"Fewer than half1",1,TRUE,FALSE,FALSE
"Many1",41,"shurry","preser",564,505,802,FALSE,2,"Many1",1,TRUE,FALSE,FALSE
"Many1",90,"chevel","podden",573,539,625,FALSE,2,"Many1",1,TRUE,FALSE,FALSE
"More than half1",90,"cather","funder",593,584,442,TRUE,2,"More than half1",1,TRUE,FALSE,FALSE
"Few1",28,"menner","nandow",576,454,782,TRUE,2,"Few1",0,TRUE,FALSE,FALSE
"Few1",52,"russer","huttle",633,489,1637,FALSE,2,"Few1",1,TRUE,FALSE,FALSE
"Many1",89,"hadder","ollidy",501,528,575,FALSE,2,"Many1",1,TRUE,FALSE,FALSE
"Fewer than half1",22,"pliper","sesare",625,635,633,TRUE,2,"Fewer than half1",0,TRUE,FALSE,FALSE
"Fewer than half1",14,"russer","huttle",550,362,542,TRUE,2,"Fewer than half1",0,TRUE,FALSE,FALSE
"Fewer than half1",19,"jallem","sildal",597,625,665,TRUE,2,"Fewer than half1",0,TRUE,FALSE,FALSE
"Fewer than half1",89,"puggle","entand",589,603,499,FALSE,2,"Fewer than half1",1,TRUE,FALSE,FALSE
"Many1",68,"pluset","stubad",550,685,722,FALSE,2,"Many1",1,TRUE,FALSE,FALSE
"More than half1",59,"jallem","sildal",598,471,462,TRUE,2,"More than half1",1,TRUE,FALSE,FALSE
"Many1",98,"coamin","mucond",666,512,503,FALSE,2,"Many1",1,TRUE,FALSE,FALSE
"Most1",84,"kustle","reshix",544,608,509,TRUE,2,"Most1",1,TRUE,FALSE,FALSE
"Fewer than half1",43,"birler","enciad",517,492,751,TRUE,2,"Fewer than half1",0,TRUE,FALSE,FALSE
"More than half1",16,"schook","jabant",531,603,535,FALSE,2,"More than half1",0,TRUE,FALSE,FALSE
"More than half1",97,"devole","sholly",573,565,494,TRUE,2,"More than half1",1,TRUE,FALSE,FALSE
"More than half1",8,"puggle","entand",665,541,492,FALSE,2,"More than half1",0,TRUE,FALSE,FALSE
"Fewer than half1",26,"umpond","marire",571,522,515,TRUE,2,"Fewer than half1",0,TRUE,FALSE,FALSE
"Few1",87,"schook","jabant",670,380,532,FALSE,2,"Few1",1,TRUE,FALSE,FALSE
"Few1",60,"fleeve","scalfs",622,395,2243,FALSE,2,"Few1",1,TRUE,FALSE,FALSE
"More than half1",1,"shurry","preser",582,575,778,FALSE,2,"More than half1",0,TRUE,FALSE,FALSE
"Many1",49,"pengyl","sedest",574,485,838,FALSE,2,"Many1",1,TRUE,FALSE,FALSE
"Most1",13,"coppar","hunene",630,694,902,FALSE,2,"Most1",0,TRUE,FALSE,FALSE
"Few1",75,"umpond","marire",596,697,603,FALSE,2,"Few1",1,TRUE,FALSE,FALSE
"Most1",25,"padnet","fanely",617,375,560,FALSE,2,"Most1",0,TRUE,FALSE,FALSE
"Many1",73,"monter","melelt",567,562,558,FALSE,2,"Many1",1,TRUE,FALSE,FALSE
"Few1",26,"ancits","smeath",625,603,731,TRUE,2,"Few1",0,TRUE,FALSE,FALSE
"Few1",23,"gukbar","soarse",650,583,1142,TRUE,2,"Few1",0,TRUE,FALSE,FALSE
"Fewer than half1",48,"boddle","molill",545,848,2143,TRUE,2,"Fewer than half1",0,TRUE,FALSE,FALSE
"Many1",11,"mecket","plumry",544,514,637,TRUE,2,"Many1",0,TRUE,FALSE,FALSE
"Many1",99,"werner","hurmer",554,826,602,FALSE,2,"Many1",1,TRUE,FALSE,FALSE
"More than half1",53,"puctor","recure",552,565,562,TRUE,2,"More than half1",1,TRUE,FALSE,FALSE
"More than half1",75,"isbant","unairs",668,800,729,TRUE,2,"More than half1",1,TRUE,FALSE,FALSE
"More than half1",46,"monter","melelt",677,2373,824,FALSE,2,"More than half1",0,TRUE,FALSE,FALSE
"Many1",73,"ancits","smeath",636,500,719,FALSE,2,"Many1",1,TRUE,FALSE,FALSE
"Most1",47,"birler","enciad",662,685,556,FALSE,2,"Most1",0,TRUE,FALSE,FALSE
"Fewer than half1",76,"pengyl","sedest",720,716,506,FALSE,2,"Fewer than half1",1,TRUE,FALSE,FALSE
"More than half1",67,"raster","movell",540,336,421,TRUE,2,"More than half1",1,TRUE,FALSE,FALSE
"Most1",4,"umpond","marire",548,580,545,FALSE,2,"Most1",0,TRUE,FALSE,FALSE
"Few1",36,"sporer","firtly",561,597,1356,TRUE,2,"Few1",0,TRUE,FALSE,FALSE
"Many1",62,"shrile","athoid",605,1142,629,FALSE,2,"Many1",1,TRUE,FALSE,FALSE
"Fewer than half1",27,"menner","nandow",625,759,1323,TRUE,2,"Fewer than half1",0,TRUE,FALSE,FALSE
"Most1",28,"pluset","stubad",421,572,534,FALSE,2,"Most1",0,TRUE,FALSE,FALSE
"Most1",27,"tecker","biller",552,652,674,FALSE,2,"Most1",0,TRUE,FALSE,FALSE
"Many1",64,"cosutz","spover",603,564,648,FALSE,2,"Many1",1,TRUE,FALSE,FALSE
"Many1",51,"shamer","bloifs",672,524,514,FALSE,2,"Many1",1,TRUE,FALSE,FALSE
"More than half1",25,"coamin","mucond",689,609,558,FALSE,2,"More than half1",0,TRUE,FALSE,FALSE
"Many1",89,"pliper","sesare",685,333,633,FALSE,2,"Many1",1,TRUE,FALSE,FALSE
"Many1",71,"chadop","shaple",592,537,559,FALSE,2,"Many1",1,TRUE,FALSE,FALSE
"More than half1",23,"mecket","plumry",650,588,470,FALSE,2,"More than half1",0,TRUE,FALSE,FALSE
"Most1",34,"awplor","fasees",642,740,437,FALSE,2,"Most1",0,TRUE,FALSE,FALSE
"Many1",71,"sporer","firtly",596,560,536,FALSE,2,"Many1",1,TRUE,FALSE,FALSE
"Few1",85,"cather","funder",853,645,464,FALSE,2,"Few1",1,TRUE,FALSE,FALSE
"More than half1",22,"coamin","mucond",1307,2332,1090,FALSE,3,"More than half1",0,TRUE,FALSE,FALSE
"Many1",83,"padnet","fanely",774,2125,2092,FALSE,3,"Many1",1,TRUE,FALSE,FALSE
"Most1",88,"umpond","marire",652,3694,2045,FALSE,3,"Most1",0,TRUE,FALSE,FALSE
"Many1",7,"raster","movell",768,1235,1234,TRUE,3,"Many1",0,TRUE,FALSE,FALSE
"Many1",54,"chevel","podden",623,1272,2248,TRUE,3,"Many1",0,TRUE,FALSE,FALSE
"More than half1",1,"schook","jabant",629,2023,1124,FALSE,3,"More than half1",0,TRUE,FALSE,FALSE
"Most1",7,"shamer","bloifs",765,1616,991,FALSE,3,"Most1",0,TRUE,FALSE,FALSE
"Few1",36,"chulks","vulhor",642,1530,2879,FALSE,3,"Few1",1,TRUE,FALSE,FALSE
"Fewer than half1",7,"ancits","smeath",729,3366,2823,TRUE,3,"Fewer than half1",0,TRUE,FALSE,FALSE
"More than half1",86,"jallem","sildal",1679,2040,1442,TRUE,3,"More than half1",1,TRUE,FALSE,FALSE
"Fewer than half1",22,"shurry","preser",569,2076,1868,FALSE,3,"Fewer than half1",1,TRUE,FALSE,FALSE
"Most1",35,"clidge","hensly",2609,1756,1296,FALSE,3,"Most1",0,TRUE,FALSE,FALSE
"More than half1",77,"padnet","fanely",607,4298,1171,TRUE,3,"More than half1",1,TRUE,FALSE,FALSE
"Many1",54,"tiklet","hullaw",1004,3481,1172,FALSE,3,"Many1",1,TRUE,FALSE,FALSE
"Most1",83,"pirter","secent",2240,2994,2012,TRUE,3,"Most1",1,TRUE,FALSE,FALSE
"Many1",80,"shurry","preser",983,7408,2897,FALSE,3,"Many1",1,TRUE,FALSE,FALSE
"Fewer than half1",73,"puctor","recure",852,6683,1987,FALSE,3,"Fewer than half1",1,TRUE,FALSE,FALSE
"Few1",2,"padnet","fanely",755,1096,2704,TRUE,3,"Few1",0,TRUE,FALSE,FALSE
"Many1",61,"spunge","wenple",905,3019,2161,FALSE,3,"Many1",1,TRUE,FALSE,FALSE
"More than half1",95,"chevel","podden",571,1375,1310,TRUE,3,"More than half1",1,TRUE,FALSE,FALSE
"Few1",83,"chadop","shaple",539,1597,1484,FALSE,3,"Few1",1,TRUE,FALSE,FALSE
